title,type,speaker,dialogue_raw,dialogue_clean,stage_direction_inline,scene_note_inline,stage_direction_only,scene_note_only,season,episode
The One with the Princess Leia Fantasy,dialogue,JOEY,"Jan-ice. 'Cause I, just, I feel bad for Ross, you know, we-we always go together, we're like the three hocke-teers.","Jan-ice. 'Cause I, just, I feel bad for Ross, you know, we-we always go together, we're like the three hocke-teers.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?","You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"No, Yeeees. God, how do I say this. (walks into the kitchen, Chandler follows closely, he turns around and gets startled). Oh, hi, you know that girl from the Greek restaurant with the hair (holds his hands up to signify she has big hair)?","No, Yeeees. God, how do I say this. . Oh, hi, you know that girl from the Greek restaurant with the hair ?","(walks into the kitchen, Chandler follows closely, he turns around and gets startled) | (holds his hands up to signify she has big hair)",,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!","Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Look, I don't hate Janice, she's-she's just a lot to take, you know.","Look, I don't hate Janice, she's-she's just a lot to take, you know.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Well, there you go.","Well, there you go.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Oh, hey. Come on man, don't look at me like that, she used to drive you nuts before too, remember?","Oh, hey. Come on man, don't look at me like that, she used to drive you nuts before too, remember?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Well, I'm crazy about her now. I think this could be the real thing. Capital 'R'! Capital 'T'! (Joey stares at him) Don't worry, those are the right letters.","Well, I'm crazy about her now. I think this could be the real thing. Capital 'R'! Capital 'T'!  Don't worry, those are the right letters.",(Joey stares at him),,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Look, what do you want me to say?","Look, what do you want me to say?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,I want you to say that you like her!,I want you to say that you like her!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"I can't. It's like this chemical thing, you know. Every time she starts laughing, I just wanna (grimaces and tenses up) pull my arm off just so that I can have something to throw at her.","I can't. It's like this chemical thing, you know. Every time she starts laughing, I just wanna  pull my arm off just so that I can have something to throw at her.",(grimaces and tenses up),,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Thanks for trying. (grabs the ticket and starts to leave) Oh, and by the way there is no Count Rushmore!","Thanks for trying.  Oh, and by the way there is no Count Rushmore!",(grabs the ticket and starts to leave),,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Yeah, then-then who's the guy that painted the faces on the mountain? (Chandler gives him a look like 'You stupid idiot!')","Yeah, then-then who's the guy that painted the faces on the mountain?",(Chandler gives him a look like 'You stupid idiot!'),,,,3,1
The One with the Princess Leia Fantasy,scene_note,,,,,,,"Scene: Monica and Rachel's, Rachel and Ross are entering",3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,How could you have told her?,How could you have told her?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,"Ross, I didn't think it would that big of a deal.","Ross, I didn't think it would that big of a deal.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Oh, she didn't think it would be that big of deal.","Oh, she didn't think it would be that big of deal.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,"Okay, who are you talking to when you do that?","Okay, who are you talking to when you do that?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Look, that was supposed to be like a private, personal thing between us.","Look, that was supposed to be like a private, personal thing between us.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,"Okay, Ross, Phoebe is my girlfriend, okay, we tell each other everything. You know, I mean, come on, guys do the same thing, I mean, what about all that locker room stuff.","Okay, Ross, Phoebe is my girlfriend, okay, we tell each other everything. You know, I mean, come on, guys do the same thing, I mean, what about all that locker room stuff.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"That's different, okay. That's like, uh 'Who dated a stripper?' or 'Who did it on the back of the Staton Island Ferry?'.","That's different, okay. That's like, uh 'Who dated a stripper?' or 'Who did it on the back of the Staton Island Ferry?'.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,Were both of those Joey?,Were both of those Joey?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Yeah. Look, you don't, you don't talk about like, you know, your girlfriend and the intimate stuff you, you do with her.","Yeah. Look, you don't, you don't talk about like, you know, your girlfriend and the intimate stuff you, you do with her.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,Not even with your best friend.,Not even with your best friend.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Noo!,Noo!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,"That is so sad. Your missing out on so much, Ross. I mean, the bonding and the sharing, you know. And-and knowing that someone else is going through the same thing you are.","That is so sad. Your missing out on so much, Ross. I mean, the bonding and the sharing, you know. And-and knowing that someone else is going through the same thing you are.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Hmph. So what you, you tell each other everything?","Hmph. So what you, you tell each other everything?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,Pretty much.,Pretty much.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Did you talk about the night of five times? Do you tell people about the night of five times?,Did you talk about the night of five times? Do you tell people about the night of five times?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,"Uh, honey, yeah that was with Carol.","Uh, honey, yeah that was with Carol.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"I know, but it's still worth mentioning, I think.","I know, but it's still worth mentioning, I think.",,,,,3,1
The One with the Princess Leia Fantasy,scene_note,,,,,,,"Scene: Monica's bedroom, Phoebe is trying to relax her.",3,1
The One with the Princess Leia Fantasy,dialogue,PHOEBE,"( in a soothing voice) Relax every muscle in your body. Listen to the plinky-plunky music. Okay, now close you eyes, and think of a happy place. Okay, tell me your happy place.","Relax every muscle in your body. Listen to the plinky-plunky music. Okay, now close you eyes, and think of a happy place. Okay, tell me your happy place.",( in a soothing voice),,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"Richard's living room, drinking wine.","Richard's living room, drinking wine.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,PHOEBE,"All right. No, no, no, not a Richard thing, just put down the glass. And get out!","All right. No, no, no, not a Richard thing, just put down the glass. And get out!",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"I'm sorry, but that's my happy place.","I'm sorry, but that's my happy place.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,PHOEBE,"Well, okay, fine, use my happy place. Okay, I'm just gonna, I have to ask that you don't move anything.","Well, okay, fine, use my happy place. Okay, I'm just gonna, I have to ask that you don't move anything.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"All right, I'll try not to.","All right, I'll try not to.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,PHOEBE,"Okay, all right, so, your in a meadow, millions of stars in the sky....","Okay, all right, so, your in a meadow, millions of stars in the sky....",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,Do you think breaking up with him was a huge mistake?,Do you think breaking up with him was a huge mistake?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,PHOEBE,"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....","All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"I'll bet he's totally over me, I'll bet he's fine.","I'll bet he's totally over me, I'll bet he's fine.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,PHOEBE,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place. Okay. Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains. And the-the calming sounds of the babbling brook....","All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place. Okay. Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains. And the-the calming sounds of the babbling brook....",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"Okay, this isn't working. I'm still awake and now I have to pee.","Okay, this isn't working. I'm still awake and now I have to pee.",,,,,3,1
The One with the Princess Leia Fantasy,scene_note,,,,,,,Scene: Chandler and Joey's,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,"So, I hear, you hate me!","So, I hear, you hate me!",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"I, ah, I never said hate, I was very careful about that.","I, ah, I never said hate, I was very careful about that.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,A little birdie told me something about you wanting to rip your arm off and throw it at me.,A little birdie told me something about you wanting to rip your arm off and throw it at me.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,And you got a 'hate' from that?! Your taking a big leap there...,And you got a 'hate' from that?! Your taking a big leap there...,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,"All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey. So, this is my idea: you and me spending some quality time together.","All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey. So, this is my idea: you and me spending some quality time together.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,But what does that gonna do...,But what does that gonna do...,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,For Chandler!,For Chandler!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,Okay. I'm in.,Okay. I'm in.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,Okay. All right. This is what we're gonna call it: 'Joey and Janice's DAY OF FUN!',Okay. All right. This is what we're gonna call it: 'Joey and Janice's DAY OF FUN!',,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,Does it have to be a whole day?,Does it have to be a whole day?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,"Yes, because that's how long it takes to love me.","Yes, because that's how long it takes to love me.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Yeah, I know, I sleep in the next room.","Yeah, I know, I sleep in the next room.",,,,,3,1
The One with the Princess Leia Fantasy,scene_note,,,,,,,"Scene: Central Perk, Rachel and Monica are entering",3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"(crying) So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.","So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.",(crying),,,,3,1
The One with the Princess Leia Fantasy,dialogue,PHOEBE,"Monica, do you want us to take you home?","Monica, do you want us to take you home?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"Uh, huh. (to Ross) Or maybe to a galaxy far, far away. (Rachel, Monica, and Phoebe leave)","Uh, huh.  Or maybe to a galaxy far, far away.","(to Ross) | (Rachel, Monica, and Phoebe leave)",,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Women tell each other everything. Did you know that?,Women tell each other everything. Did you know that?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Umm, yeah.","Umm, yeah.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....","No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Girth? Why, why, why, wh-why, why, why, why would they do this?","Girth? Why, why, why, wh-why, why, why, why would they do this?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?","Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,We're not gonna talk about girth are we?,We're not gonna talk about girth are we?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Nooo!,Nooo!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Yeah, okay.","Yeah, okay.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Yeah?,Yeah?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Yeah! All right! You go first.,Yeah! All right! You go first.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Okay, okay, I'll go first.","Okay, okay, I'll go first.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Okay.,Okay.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....","So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Princess Leia in the gold bikini.,Princess Leia in the gold bikini.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Yes!,Yes!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,I know!,I know!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Yes! Wow, well, that-that was easy. Okay, you-you go.","Yes! Wow, well, that-that was easy. Okay, you-you go.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Okay.,Okay.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Okay.,Okay.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Okay, you know, you know when your in bed, with a woman.","Okay, you know, you know when your in bed, with a woman.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,Hmph.,Hmph.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....","And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"With the belly-button ring? Oh, muhawa!","With the belly-button ring? Oh, muhawa!",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"I know, And then all of the sudden your Mom pops into your head. And your like 'Mom, get outta here!' You know, but of course, like, after that you can't possibly think of anything else, and you can't, you know, stop what your doing. So it's kinda like, you're, you know. You know...(Ross just stares at him). You don't know!","I know, And then all of the sudden your Mom pops into your head. And your like 'Mom, get outta here!' You know, but of course, like, after that you can't possibly think of anything else, and you can't, you know, stop what your doing. So it's kinda like, you're, you know. You know.... You don't know!",(Ross just stares at him),,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"Your Mom, your telling me, your telling me, about your Mom, what is the matter with you?","Your Mom, your telling me, your telling me, about your Mom, what is the matter with you?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,You said...,You said...,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,I said 'share' not 'scare'. Go sit over there! (Chandler goes over and sits at a table and puts his head down).,I said 'share' not 'scare'. Go sit over there! .,(Chandler goes over and sits at a table and puts his head down),,,,3,1
The One with the Princess Leia Fantasy,scene_note,,,,,,,"Scene: Chandler and Joey's, Joey and Janice are returning from their DAY OF FUN!",3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,We're baack!,We're baack!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,Hey!,Hey!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,What are you guys doing together?,What are you guys doing together?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,Joey and Janice's DAY OF FUN!!! (laughs),Joey and Janice's DAY OF FUN!!!,(laughs),,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Really.,Really.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Yeah, yeah. We went to a Mets game, we got Chinese food, and you know, I love this woman. You have got competition buddy.","Yeah, yeah. We went to a Mets game, we got Chinese food, and you know, I love this woman. You have got competition buddy.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JANICE,"I just came by to give you a kiss, I have to go pick up the baby, so. I'll see you later sweetheart, you too Chandler. (laughs)","I just came by to give you a kiss, I have to go pick up the baby, so. I'll see you later sweetheart, you too Chandler.",(laughs),,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,You still can't stand her can you?,You still can't stand her can you?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"I'm sorry man, I tired, I really did.","I'm sorry man, I tired, I really did.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Well, you know, I appreciate you giving it a shot.","Well, you know, I appreciate you giving it a shot.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"But, hey, look, you know the good thing is, is that we spent the whole day together and I survived, and what's even more amazing, so did she. It was bat day at Shea Stadium.","But, hey, look, you know the good thing is, is that we spent the whole day together and I survived, and what's even more amazing, so did she. It was bat day at Shea Stadium.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,"Well, I guess that's something.","Well, I guess that's something.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"No man, that's huge! Now, I know I can stand to be around her, which means I get to hang out with you, which is kinda the whole point, anyway.","No man, that's huge! Now, I know I can stand to be around her, which means I get to hang out with you, which is kinda the whole point, anyway.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Okay.,Okay.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Oh, hey, Chandler, we, ah, we stopped by the coffee shop and ran into Ross.","Oh, hey, Chandler, we, ah, we stopped by the coffee shop and ran into Ross.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Oh God!,Oh God!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Hey, if it makes you feel any better, I do it too.","Hey, if it makes you feel any better, I do it too.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,CHANDLER,Really?,Really?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,JOEY,"Oh yeah, I always picture your Mom when I'm having sex.","Oh yeah, I always picture your Mom when I'm having sex.",,,,,3,1
The One with the Princess Leia Fantasy,scene_note,,,,,,,"Scene: Rachel and Monica's, Monica is watching the Civil War videos",3,1
The One with the Princess Leia Fantasy,dialogue,VIDEO,"April Twelve, Eighteen hundred, Sixty-One (Monica lights Richard's cigar butt), 4:30 A.M. on Tuesday, the United States garrison at Fort Sumter was fired upon (knock on door) it is now under bombardment by....","April Twelve, Eighteen hundred, Sixty-One , 4:30 A.M. on Tuesday, the United States garrison at Fort Sumter was fired upon  it is now under bombardment by....",(Monica lights Richard's cigar butt) | (knock on door),,,,3,1
The One with the Princess Leia Fantasy,stage_direction,,,,,,Monica answers the door,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"Hi, Dad, what are you doing here?","Hi, Dad, what are you doing here?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,"Well, it's your mother's bridge night so I thought that I would come into the city for a little Monicuddle. (hugs her) Since when did you start smoking cigars?","Well, it's your mother's bridge night so I thought that I would come into the city for a little Monicuddle.  Since when did you start smoking cigars?",(hugs her),,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"I don't, I just, I just like the smell of them. So, uh, what are you really doing here Dad?","I don't, I just, I just like the smell of them. So, uh, what are you really doing here Dad?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,"Well, I just wanted to make sure you were okay.","Well, I just wanted to make sure you were okay.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,What makes you think that I might not be okay?,What makes you think that I might not be okay?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,I saw Richard.,I saw Richard.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,Oh.,Oh.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,"So, how are you doing?","So, how are you doing?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"I'm fine, just a little tired, I'm okay. How's Richard doing?","I'm fine, just a little tired, I'm okay. How's Richard doing?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,You don't wanna know.,You don't wanna know.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"No, I really, really do.","No, I really, really do.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,"Well, he's doing terrible!","Well, he's doing terrible!",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,Really!,Really!,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,Worse than when he broke up with Barbara.,Worse than when he broke up with Barbara.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,You're not just saying that are you?,You're not just saying that are you?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,"No, the man is a mess.","No, the man is a mess.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,Was he crying?,Was he crying?,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,No.,No.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,"Well, do you think he was waiting 'til after you left, so he could cry?","Well, do you think he was waiting 'til after you left, so he could cry?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,Maybe.,Maybe.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MONICA,I think so.,I think so.,,,,,3,1
The One with the Princess Leia Fantasy,dialogue,MR. GELLER,"Honey, relationships are hard. Like with your Mom and me. You know after we graduated college we broke up for a while. It seems her Father, your Grandfather, wanted her to travel around Europe, like he did. Of course, he got to do it on Uncle Sam's nickel, because he was also strafing German troop trains at the time. However, (turns around and sees that Monica is sleeping and puts a blanket around her, kisses her, picks up the cigar, and starts watching the video)","Honey, relationships are hard. Like with your Mom and me. You know after we graduated college we broke up for a while. It seems her Father, your Grandfather, wanted her to travel around Europe, like he did. Of course, he got to do it on Uncle Sam's nickel, because he was also strafing German troop trains at the time. However,","(turns around and sees that Monica is sleeping and puts a blanket around her, kisses her, picks up the cigar, and starts watching the video)",,,,3,1
The One with the Princess Leia Fantasy,scene_note,,,,,,,"Scene: Ross's bedroom, Ross is humming the Star Wars theme. Rachel enters, with her hair done up like Princess Leia's, and wearing a belly dancer's outfit, to simulate the gold bikini thing.",3,1
The One with the Princess Leia Fantasy,dialogue,RACHEL,"Okay, here we go. I'm Jabba's prisoner, and you have a really weird look on your face. What? Honey, what is it? Did I get it wrong? Did I get the hair wrong? What? Did you just picture it differently? What? What?","Okay, here we go. I'm Jabba's prisoner, and you have a really weird look on your face. What? Honey, what is it? Did I get it wrong? Did I get the hair wrong? What? Did you just picture it differently? What? What?",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"No, no it's, um, it's not you, um, it's um, it's (turns and sees his Mom standing where Rachel is)","No, no it's, um, it's not you, um, it's um, it's",(turns and sees his Mom standing where Rachel is),,,,3,1
The One with the Princess Leia Fantasy,dialogue,MRS. GELLER,"Well what is it? Come on sweetie, your like, freaking me out here.","Well what is it? Come on sweetie, your like, freaking me out here.",,,,,3,1
The One with the Princess Leia Fantasy,dialogue,ROSS,"I hate Chandler, the bastard ruined my life. (Rachel starts looking around and down, with a 'What the hell is going on?' look on her face.)","I hate Chandler, the bastard ruined my life.","(Rachel starts looking around and down, with a 'What the hell is going on?' look on her face.)",,,,3,1
The One Where No One's Ready,scene_note,,,,,,,"Scene: Rachel and Monica's, everyone is getting ready to go to a banquet",3,2
The One Where No One's Ready,dialogue,JOEY,"All right they got water, orange juice, and what looks like cider. (takes a glass from the fridge.)","All right they got water, orange juice, and what looks like cider.",(takes a glass from the fridge.),,,,3,2
The One Where No One's Ready,dialogue,CHANDLER,Taste it.,Taste it.,,,,,3,2
The One Where No One's Ready,dialogue,JOEY,"(drinks from the glass and puts it back in the fridge) Yep, it's fat. I drank fat!","Yep, it's fat. I drank fat!",(drinks from the glass and puts it back in the fridge),,,,3,2
The One Where No One's Ready,dialogue,CHANDLER,"Yeah, I know, I did that two minutes ago.","Yeah, I know, I did that two minutes ago.",,,,,3,2
The One Where No One's Ready,dialogue,ROSS,(entering) Hey!,Hey!,(entering),,,,3,2
The One Where No One's Ready,dialogue,CHANDLER,"Hey, mister tux!","Hey, mister tux!",,,,,3,2
The One Where No One's Ready,dialogue,ROSS,Why aren't you guys dressed?,Why aren't you guys dressed?,,,,,3,2
The One Where No One's Ready,dialogue,JOEY,We have a half hour.,We have a half hour.,,,,,3,2
The One Where No One's Ready,dialogue,ROSS,"No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.","No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.",,,,,3,2
The One Where No One's Ready,dialogue,JOEY,"Relax Ross, we'll be ready. It only takes us two minutes to get dressed.","Relax Ross, we'll be ready. It only takes us two minutes to get dressed.",,,,,3,2
The One Where No One's Ready,dialogue,ROSS,"Well, you know, I'd feel a whole lot better if you got dressed now.","Well, you know, I'd feel a whole lot better if you got dressed now.",,,,,3,2
The One Where No One's Ready,dialogue,"CHANDLER, JOEY",Okay. (they don't move),Okay.,(they don't move),,,,3,2
The One Where No One's Ready,dialogue,RACHEL,"(entering from bathroom) Hey-hey! Oh, look at you, all sexy.","Hey-hey! Oh, look at you, all sexy.",(entering from bathroom),,,,3,2
The One Where No One's Ready,dialogue,ROSS,Really.,Really.,,,,,3,2
The One Where No One's Ready,dialogue,RACHEL,"Ooooh! Wow!! Oh, hi.","Ooooh! Wow!! Oh, hi.",,,,,3,2
The One Where No One's Ready,dialogue,ROSS,Hi.,Hi.,,,,,3,2
The One Where No One's Ready,dialogue,RACHEL,How come you didn't come over earlier?,How come you didn't come over earlier?,,,,,3,2
The One Where No One's Ready,dialogue,ROSS,"'Cause, I'm a stupid, stupid man.","'Cause, I'm a stupid, stupid man.",,,,,3,2
The One Where No One's Ready,dialogue,JOEY,"Hey, Ross, want some cider?","Hey, Ross, want some cider?",,,,,3,2
The One Where No One's Ready,dialogue,ROSS,"No. (to Rachel) So, um, let's see your pretty close, huh. Make-up's on, hair's done.","No.  So, um, let's see your pretty close, huh. Make-up's on, hair's done.",(to Rachel),,,,3,2
The One Where No One's Ready,dialogue,RACHEL,"Yeah, I just have to get dressed.","Yeah, I just have to get dressed.",,,,,3,2
The One Where No One's Ready,dialogue,ROSS,Yay! And that takes what? Just six or seven minutes.,Yay! And that takes what? Just six or seven minutes.,,,,,3,2
The One Where No One's Ready,dialogue,RACHEL,"Yeah! Once, I figure out what I'm wearing.","Yeah! Once, I figure out what I'm wearing.",,,,,3,2
The One Where No One's Ready,dialogue,JOEY,Glass of fat?,Glass of fat?,,,,,3,2
The One Where No One's Ready,scene_note,,,,,,,Scene: Monica and Rachel's. Ross is acting nervous,3,2
The One Where No One's Ready,dialogue,JOEY,What's a matter Ross? What you're nervous about your speech?,What's a matter Ross? What you're nervous about your speech?,,,,,3,2
The One Where No One's Ready,dialogue,ROSS,No! Do you wanna hear it?,No! Do you wanna hear it?,,,,,3,2
The One Where No One's Ready,dialogue,JOEY,Am I in it?,Am I in it?,,,,,3,2
