episode_number,title,writers,type,speaker,dialogue_raw,dialogue_clean,stage_direction_inline,scene_note_inline,stage_direction_only,scene_note_only,content,season,episode
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"See Pheebs, I promised you no one would die, didn’t I?","See Pheebs, I promised you no one would die, didn’t I?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,"Yeah, well, we’ll see about that. Can I use your phone? I just wanna call everyone I know.","Yeah, well, we’ll see about that. Can I use your phone? I just wanna call everyone I know.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,"Sure, we have no money, go ahead.","Sure, we have no money, go ahead.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,"(on phone) ‘Hey! You’re not dead! Okay, see ya!’","‘Hey! You’re not dead! Okay, see ya!’",(on phone),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ben,Monica.,Monica.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,Oh my God! He just said my name! Did you hear that?,Oh my God! He just said my name! Did you hear that?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ben,Monica bang!,Monica bang!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"Okay, I heard that.","Okay, I heard that.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,Did he just say ‘Monica bang’?,Did he just say ‘Monica bang’?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,Uh-huh.,Uh-huh.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,Oh my God! He’s gonna rat me out!,Oh my God! He’s gonna rat me out!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ben,Monica bang!,Monica bang!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,"Oh-ho-ho, sweetie, sweetie, you gotta stop saying that, now. It’s no big deal, it’s not even worth mentioning, you see we all do it all the time. See watch this, Ben, Ben, Ben. (goes over and starts hitting her head on the post) Ow, Monica bang! (does it again) Everybody bang. (repeats) Ben bang. (repeats) Rachel bang. (repeats) Bang, Rachel bang! Oh, isn’t that fun?","Oh-ho-ho, sweetie, sweetie, you gotta stop saying that, now. It’s no big deal, it’s not even worth mentioning, you see we all do it all the time. See watch this, Ben, Ben, Ben.  Ow, Monica bang!  Everybody bang.  Ben bang.  Rachel bang.  Bang, Rachel bang! Oh, isn’t that fun?",(goes over and starts hitting her head on the post) | (does it again) | (repeats) | (repeats) | (repeats),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"(goes over and hits her head on the post) Look at that! (repeats) Look at that! (repeats) We all do it. (repeats) Okay, I’m stopping now.","Look at that!  Look at that!  We all do it.  Okay, I’m stopping now.",(goes over and hits her head on the post) | (repeats) | (repeats) | (repeats),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,You okay?,You okay?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"Oh yeah! Y'know, if it’s not a headboard, it’s just not worth it.","Oh yeah! Y'know, if it’s not a headboard, it’s just not worth it.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Scene: Chandler and Joey's, Chandler is waiting for Janice to arrive, and is angrily fllipping through a magazine.",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,(entering) How’s my Bing-a-ling?,How’s my Bing-a-ling?,(entering),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"Ah, I don’t know, you tell me. Anything you ah, wanna tell me, because, if you ah, you should, if you, you would, tell me.","Ah, I don’t know, you tell me. Anything you ah, wanna tell me, because, if you ah, you should, if you, you would, tell me.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,Why are your eyes so white?,Why are your eyes so white?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"You tell me! Maybe, it’s because I was just fooling with my ex! Oh no-no-no-no, no-no-no-no, that was you!!","You tell me! Maybe, it’s because I was just fooling with my ex! Oh no-no-no-no, no-no-no-no, that was you!!",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,Oh my God!!,Oh my God!!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,All right!,All right!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,How did you know?,How did you know?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"Joey told me, he saw you two kissing.","Joey told me, he saw you two kissing.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,In the park?,In the park?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,No! In his office! How many kisses were there?,No! In his office! How many kisses were there?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,Just those two!,Just those two!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"Wh-wh-why, wh-why, why, why was there kissing!? There should be no kissing!!","Wh-wh-why, wh-why, why, why was there kissing!? There should be no kissing!!",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,"Oh, I’m sorry honey, I’m so, so, (nasally) haaaaa! I’m so, so sorry, I just (nasally) haaaaaa! But I, oh what happened was, I-I-I can’t breathe. Can you get me a bag, or something?","Oh, I’m sorry honey, I’m so, so,  haaaaa! I’m so, so sorry, I just  haaaaaa! But I, oh what happened was, I-I-I can’t breathe. Can you get me a bag, or something?",(nasally) | (nasally),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,(giving her a bag) Here.,Here.,(giving her a bag),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,stage_direction,,,,,,"Janice starts to breath into it and sucks in the reciept, and then spits it out.",,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,The receipt.,The receipt.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"I’ll take it! All right look, I gotta know. Are you finished with me? (Janice shakes her head no) Are you finished with him? (Janice shakes her head no) Do you still love him? (Janice shakes her head yes) Do you still love me? (Janice shakes her head yes) All right look, (grabs the bag) I’m gonna need an actual answer here okay, so which is it, him or me? (his phone starts to ring)","I’ll take it! All right look, I gotta know. Are you finished with me?  Are you finished with him?  Do you still love him?  Do you still love me?  All right look,  I’m gonna need an actual answer here okay, so which is it, him or me?",(Janice shakes her head no) | (Janice shakes her head no) | (Janice shakes her head yes) | (Janice shakes her head yes) | (grabs the bag) | (his phone starts to ring),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,I don’t know.,I don’t know.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,(rushing in) Okay. If you’re alive you answer your phone!,Okay. If you’re alive you answer your phone!,(rushing in),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,content,,,,,,,,Commercial Break,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Scene: Monica and Rachel's, Monica, Rachel, Phoebe, and Joey are there.",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,"Okay, Ben, I won’t tell your daddy that you had ice cream for dinner, if you don’t tell about our little bonking incident.","Okay, Ben, I won’t tell your daddy that you had ice cream for dinner, if you don’t tell about our little bonking incident.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I... (Joey starts laughing in the background) (to Joey) What?!","Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",(Joey starts laughing in the background) | (to Joey),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,You said number two.,You said number two.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,I also said number one.,I also said number one.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,I know. (giggles harder),I know.,(giggles harder),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,(entering) Hey! Everyone.,Hey! Everyone.,(entering),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,Hi!,Hi!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,How’s my little boy?,How’s my little boy?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"He’s perfect, he’s never been better.","He’s perfect, he’s never been better.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"(noticing the outfit he is wearing) What’d you do, take him whaling?","What’d you do, take him whaling?",(noticing the outfit he is wearing),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ben,Monica.,Monica.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"Oh my God, he just said your name, that’s great! Good job Ben.","Oh my God, he just said your name, that’s great! Good job Ben.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ben,Monica bang!,Monica bang!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,"Oh that’s right, that’s what I’d sound like if I exploded.","Oh that’s right, that’s what I’d sound like if I exploded.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,"Woo-Hoo! The curse is broken! I called everybody I know, and everyone is alive.","Woo-Hoo! The curse is broken! I called everybody I know, and everyone is alive.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,Uh.,Uh.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,What?,What?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,Ugly Naked Guy looks awfully still. (Phoebe runs to the window and gasps.),Ugly Naked Guy looks awfully still.,(Phoebe runs to the window and gasps.),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Cut to later, all except Chandler are staring out the window at Ugly Naked Guy.",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,"Oh my God! I killed him! I killed another one! And this curse is getting stronger too, to bring down something that big.","Oh my God! I killed him! I killed another one! And this curse is getting stronger too, to bring down something that big.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,Well maybe he’s just taking a nap.,Well maybe he’s just taking a nap.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"I’m tellin’ ya, he hasn’t moved since this morning.","I’m tellin’ ya, he hasn’t moved since this morning.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,"All right, we should call somebody.","All right, we should call somebody.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,And tell them what? The naked guy we stare at all the time isn’t moving.,And tell them what? The naked guy we stare at all the time isn’t moving.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"Well, we have gotta find out if he’s alive.","Well, we have gotta find out if he’s alive.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,How are we gonna do that? There’s no way.,How are we gonna do that? There’s no way.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Well, there is one way. His window’s open, I say, we poke him.","Well, there is one way. His window’s open, I say, we poke him.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Scene: Chandler and Joey's, Chandler is throwing darts, as Joey enters.",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Hey! Y'know how we ah, save all those chopsticks for no reason we get when we get Chinese food?","Hey! Y'know how we ah, save all those chopsticks for no reason we get when we get Chinese food?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,Yeah.,Yeah.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Well, now we got a reason.","Well, now we got a reason.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,What?,What?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Well, we’re fashioning a very long poking device.","Well, we’re fashioning a very long poking device.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,All right.,All right.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Hey uh, what’s a matter?","Hey uh, what’s a matter?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,I talked to Janice.,I talked to Janice.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Oh my God, is she going back to him?","Oh my God, is she going back to him?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"She doesn’t know. Says she loves us both. Y'know I woke up this morning and I was in love, well I was happy. Y'know it serves me right for buying that twelve pack of condoms. And now I can’t even return them, because she choked on the reciept!","She doesn’t know. Says she loves us both. Y'know I woke up this morning and I was in love, well I was happy. Y'know it serves me right for buying that twelve pack of condoms. And now I can’t even return them, because she choked on the reciept!",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"What are you ah, what are you gonna do?","What are you ah, what are you gonna do?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"I don’t know, y'know. What, what, would you do?","I don’t know, y'know. What, what, would you do?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Well, it doesn’t matter what I would do.","Well, it doesn’t matter what I would do.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"Come on, tell me.","Come on, tell me.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"All right, you’re probably not gonna want to hear this but ah, if it was me, and this is just me, (Chandler gets ready to throw another dart) I would ah, I would bow out.","All right, you’re probably not gonna want to hear this but ah, if it was me, and this is just me,  I would ah, I would bow out.",(Chandler gets ready to throw another dart),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"What? (turns around quickly still ready to throw the dart and Joey quickly ducks and hides behind the chair) What are you, what are you talking about?","What?  What are you, what are you talking about?",(turns around quickly still ready to throw the dart and Joey quickly ducks and hides behind the chair),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"They have a kid together, y'know. They’re like, they’re like a family, and if, I don’t know, there’s chance they could make that work, I know I wouldn’t want to be the guy who stood in the way of that. Are you okay? Do you wanna ah, come poke a nude guy?","They have a kid together, y'know. They’re like, they’re like a family, and if, I don’t know, there’s chance they could make that work, I know I wouldn’t want to be the guy who stood in the way of that. Are you okay? Do you wanna ah, come poke a nude guy?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Scene: Monica and Rachel's, Ross has just finished putting Ben to sleep, and is entering from Rachel’s room.",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"Well, he’s finally alseep. About that ah, bump on his head?","Well, he’s finally alseep. About that ah, bump on his head?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"Are you, are you, are you sure it’s ah, a new bump? I mean, no offense, I’ve always thought of Ben as a fairly bumpy headed child.","Are you, are you, are you sure it’s ah, a new bump? I mean, no offense, I’ve always thought of Ben as a fairly bumpy headed child.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"It’s okay if he bumps his head, kids bump their heads all the time, y'know, it was your first time babysitting, I figured you did the best you could.","It’s okay if he bumps his head, kids bump their heads all the time, y'know, it was your first time babysitting, I figured you did the best you could.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,(confidently) I did!,I did!,(confidently),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,I know! I’m saying you have to watch them all the time.,I know! I’m saying you have to watch them all the time.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,I did!! I watched! I watched! I watched Monica bang his head against that thing!,I did!! I watched! I watched! I watched Monica bang his head against that thing!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,Monica did it?,Monica did it?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,stage_direction,,,,,,Monica runs into the kitchen from the terrace.,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,Monica?,Monica?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,Yeah.,Yeah.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"Umm, did you notice anything wierd about Ben today?","Umm, did you notice anything wierd about Ben today?",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,No. Why?,No. Why?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"Well, I was just playing with him, and y'know we were doing the alphabet song, which he used to be really good at, but suddenly he’s leaving out ‘e’ and ‘f.’ It’s like they just ah, I don’t know, fell out of his head.","Well, I was just playing with him, and y'know we were doing the alphabet song, which he used to be really good at, but suddenly he’s leaving out ‘e’ and ‘f.’ It’s like they just ah, I don’t know, fell out of his head.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,Really?!,Really?!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"Oh, and also, he’s, he’s walkin’ kind of funny, his left leg is moving a lot faster than his right leg, and he’s in there just sort of y'know... (walks around in a circle)","Oh, and also, he’s, he’s walkin’ kind of funny, his left leg is moving a lot faster than his right leg, and he’s in there just sort of y'know...",(walks around in a circle),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,"Oh my God, I wrecked your baby!! (runs into the bedroom)","Oh my God, I wrecked your baby!!",(runs into the bedroom),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,I hope it’s still funny when you’re in hell.,I hope it’s still funny when you’re in hell.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,(coming out of the bedroom) You jerk! You know how much I love that kid! (starts to chase Ross around the living room),You jerk! You know how much I love that kid!,(coming out of the bedroom) | (starts to chase Ross around the living room),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,Monica bang! Monica bang! (runs into one of the posts) Ow!,Monica bang! Monica bang!  Ow!,(runs into one of the posts),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,I’ll get the hat.,I’ll get the hat.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Scene: Central Perk, Chandler and Janice are there.",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"Janice, I have something I need to tell you, and I want you to let me get through it, because it’s, it’s, it’s not gonna be easy.","Janice, I have something I need to tell you, and I want you to let me get through it, because it’s, it’s, it’s not gonna be easy.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,Okay.,Okay.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"I think you should go back with Gary. I don’t wanna be the guy that breaks up a family, y'know when my parents split up, it was because of that guy. Whenever I would see him I was always think y'know ‘You’re the reason, you are the reason why their not together.’ and I hated that guy. And it didn’t matter how nice he was, or how happy he made my Dad.","I think you should go back with Gary. I don’t wanna be the guy that breaks up a family, y'know when my parents split up, it was because of that guy. Whenever I would see him I was always think y'know ‘You’re the reason, you are the reason why their not together.’ and I hated that guy. And it didn’t matter how nice he was, or how happy he made my Dad.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,Wow!,Wow!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"Yeah, well. It’s the right thing to do.","Yeah, well. It’s the right thing to do.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,"Oh! You’re right. Oh God. But, before I can say ‘good-bye’, there’s something I really need you to know, Chandler. The way I feel about you, it’s like, I finally understand what Lionel Richie’s been singing about. Y'know, I mean what we have, it’s like movie love, you’re my soulmate, and I can’t believe we’re not going to be spending the rest of our lives together.","Oh! You’re right. Oh God. But, before I can say ‘good-bye’, there’s something I really need you to know, Chandler. The way I feel about you, it’s like, I finally understand what Lionel Richie’s been singing about. Y'know, I mean what we have, it’s like movie love, you’re my soulmate, and I can’t believe we’re not going to be spending the rest of our lives together.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,Then don’t leave me!,Then don’t leave me!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,What?,What?,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"Forget what I said, I was babbling! Pick me!","Forget what I said, I was babbling! Pick me!",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,"No, you were right, you were right. I mean, I-I-I’ve got to give my marriage another chance.","No, you were right, you were right. I mean, I-I-I’ve got to give my marriage another chance.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,"No you don’t! No, no, no, I say you have to give your divorce another chance.","No you don’t! No, no, no, I say you have to give your divorce another chance.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,(standing up) I’m sorry. (hugs him),I’m sorry.,(standing up) | (hugs him),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,Ohhh. Don’t go.,Ohhh. Don’t go.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,"No, I-I-I gotta go. (she starts to walk away, but Chandler doesn’t let her go.)","No, I-I-I gotta go.","(she starts to walk away, but Chandler doesn’t let her go.)",,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,No. No! No! No!,No. No! No! No!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,"Honey, honey, people are looking.","Honey, honey, people are looking.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,I don’t care! (turns around and to the people watching them) I don’t care!!,I don’t care!  I don’t care!!,(turns around and to the people watching them),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,"Yeah, um, I’m, I’m leaving now. (tries to get her leg out of Chandler’s grasp, she finally does, but Chandler takes off her shoe.)","Yeah, um, I’m, I’m leaving now.","(tries to get her leg out of Chandler’s grasp, she finally does, but Chandler takes off her shoe.)",,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,You can’t leave! I have your shoe!,You can’t leave! I have your shoe!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Janice,Good-bye Chandler Bing. (walks out with one shoe),Good-bye Chandler Bing.,(walks out with one shoe),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Gunther,Rachel has those in burgendy.,Rachel has those in burgendy.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Scene: Monica and Rachel's, Joey, Rachel, Monica, Phoebe, and Ross are holding the giant poking device.",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.","All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,"Can we please focus here, a naked man’s life hangs in the balance!","Can we please focus here, a naked man’s life hangs in the balance!",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,I’m telling you he’s dead. What we are about to have here is a dead fat guy on a stick.,I’m telling you he’s dead. What we are about to have here is a dead fat guy on a stick.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"All right, ladies and gentlemen, let’s poke. (they start to advance the giant poking device) Steady. Steady. Okay, a little higher. Careful of the angle. Okay, okay, we’re approaching the window (as he says this the camera cuts to their view of Ugly Naked Guy, so that we actually see him!) Thread the needle. Thread the needle.","All right, ladies and gentlemen, let’s poke.  Steady. Steady. Okay, a little higher. Careful of the angle. Okay, okay, we’re approaching the window  Thread the needle. Thread the needle.","(they start to advance the giant poking device) | (as he says this the camera cuts to their view of Ugly Naked Guy, so that we actually see him!)",,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,stage_direction,,,,,,"They thread the needle and start poking him, he then stirs.",,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,He’s alive! He’s a-live!!!,He’s alive! He’s a-live!!!,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Monica,"And yet, we’re still poking him.","And yet, we’re still poking him.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Okay, retract the device, retract the device.","Okay, retract the device, retract the device.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Ross,He does not look happy.,He does not look happy.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Rachel,"Hey-hey, now he’s showing us his poking device.","Hey-hey, now he’s showing us his poking device.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Joey,"Hey, that’s never gonna make it all the way over here, buddy!","Hey, that’s never gonna make it all the way over here, buddy!",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,content,,,,,,,,Closing Credits,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,scene_note,,,,,,,"Scene: Chandler and Joey's, Chandler is listening to a Lionel Richie album",,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,(singing) I’ll hold you close in my arms. (Phoebe enters) I can’t resist your charms. And love....,I’ll hold you close in my arms.  I can’t resist your charms. And love....,(singing) | (Phoebe enters),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,(joining him) Love....,Love....,(joining him),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler and Phoebe,"I’ll be a fool for you. I’m sure, you know I don’t mind.","I’ll be a fool for you. I’m sure, you know I don’t mind.",,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,(high pitched) No you know I don’t mind.,No you know I don’t mind.,(high pitched),,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler and Phoebe,Yes! You mean the world the world to me. Oh...,Yes! You mean the world the world to me. Oh...,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,I know.,I know.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Phoebe,I know.,I know.,,,,,,03,08
S03E08,The One With The Giant Poking Device,Adam Chase,dialogue,Chandler,I’ve found.,I’ve found.,,,,,,03,08
